Ticket #,Customer Complaint,Date,Date_month_year,Time,Received Via,City,State,Zip code,Status,Filing on Behalf of Someone,Hour
333174,internet connection and speed issues,06-10-2015,6-Oct-15,1900-01-01 16:06:07,Internet,Forest Grove,Oregon,97116,Solved,No,16.0
245155,disney internet,20-04-2015,20-Apr-15,1900-01-01 15:30:29,Customer Care Call,Forked River,New Jersey,8731,Closed,No,15.0
314727,disney will not provide online content without cable box,30-05-2015,30-May-15,1900-01-01 05:12:31,Internet,Fort Belvoir,Virginia,22060,Pending,No,5.0
356202,internet cap,22-06-2015,22-Jun-15,1900-01-01 15:07:00,Customer Care Call,Fort Campbell,Kentucky,42223,Solved,No,15.0
358138,lack of reasonable infrastructure close to town,23-06-2015,23-Jun-15,1900-01-01 12:37:18,Internet,Fort Collins,Colorado,80521,Closed,Yes,12.0
360818,disney throttling speeds,24-06-2015,24-Jun-15,1900-01-01 04:10:31,Internet,Fort Collins,Colorado,80525,Pending,Yes,4.0
363811,disney,25-06-2015,25-Jun-15,1900-01-01 04:31:43,Internet,Fort Collins,Colorado,80521,Solved,No,4.0
369588,disney throttling my internet,27-06-2015,27-Jun-15,1900-01-01 01:39:57,Customer Care Call,Fort Collins,Colorado,80524,Pending,Yes,1.0
231927,un able to access my email address after relocae to a new address,13-04-2015,13-Apr-15,1900-01-01 11:46:10,Customer Care Call,Fort Lauderdale,Florida,33308,Closed,No,11.0
242888,internet speed issues with disney and picture freezing issues when watching tv,18-04-2015,18-Apr-15,1900-01-01 12:32:19,Customer Care Call,Fort Lauderdale,Florida,33319,Closed,No,12.0
366894,systemic failures with disney,25-06-2015,25-Jun-15,1900-01-01 19:32:10,Internet,Fort Lauderdale,Florida,33312,Solved,No,19.0
265094,disney/xfinity,29-04-2015,29-Apr-15,1900-01-01 18:19:01,Customer Care Call,Fort Lee,Virginia,23801,Closed,No,18.0
232276,disney internet and lack of communication and response,13-04-2015,13-Apr-15,1900-01-01 13:40:31,Internet,Fort Myers,Florida,33919,Closed,No,13.0
238647,billing issues,16-04-2015,16-Apr-15,1900-01-01 09:43:28,Internet,Fort Myers,Florida,33916,Closed,No,9.0
320644,disney knowingly over billed,06-03-2015,6-Mar-15,1900-01-01 11:38:03,Internet,Fort Myers,Florida,33908,Closed,Yes,11.0
336872,horrible/unacceptable service of disney,06-12-2015,6-Dec-15,1900-01-01 12:45:46,Internet,Fort Myers,Florida,33907,Solved,No,12.0
340024,disney overcharge,14-06-2015,14-Jun-15,1900-01-01 16:01:56,Customer Care Call,Fort Myers Beach,Florida,33931,Open,No,16.0
252542,deceptive trade,23-04-2015,23-Apr-15,1900-01-01 13:42:46,Internet,Fort Pierce,Florida,34982,Closed,No,13.0
263410,disney demanding payment after cancellation,29-04-2015,29-Apr-15,1900-01-01 09:48:22,Customer Care Call,Fort Washington,Maryland,20744,Closed,No,9.0
282159,no internet,05-09-2015,5-Sep-15,1900-01-01 19:18:04,Internet,Fort Washington,Maryland,20744,Solved,No,19.0
376020,xfinity promise to pay me $300 to join,30-06-2015,30-Jun-15,1900-01-01 19:48:57,Internet,Fountain,Colorado,80817,Pending,No,19.0
270026,disney issues,05-02-2015,5-Feb-15,1900-01-01 13:16:53,Customer Care Call,Franklin,Indiana,46131,Solved,No,13.0
213506,internet provider data thresholds,04-02-2015,4-Feb-15,1900-01-01 08:09:54,Internet,Franklin,Tennessee,37064,Closed,No,8.0
212507,disney cable,04-01-2015,4-Jan-15,1900-01-01 15:54:43,Internet,Franklin,Tennessee,37067,Closed,No,15.0
283115,disney data cap,05-11-2015,5-Nov-15,1900-01-01 11:03:58,Customer Care Call,Franklin,Tennessee,37067,Solved,No,11.0
288851,disney data caps,13-05-2015,13-May-15,1900-01-01 20:45:21,Internet,Franklin,Tennessee,37064,Open,No,20.0
305720,disney,25-05-2015,25-May-15,1900-01-01 11:09:23,Customer Care Call,Franklin,Tennessee,37067,Pending,No,11.0
331090,disney data cap,06-09-2015,6-Sep-15,1900-01-01 16:57:42,Internet,Franklin,Tennessee,37064,Solved,No,16.0
350160,routine outages / speeds never as promised,18-06-2015,18-Jun-15,1900-01-01 17:28:13,Internet,Franklin,Tennessee,37069,Open,No,17.0
371119,disney business keeps moving my same-day trouble appointment to the next day,28-06-2015,28-Jun-15,1900-01-01 16:48:51,Internet,Franklin,Tennessee,37069,Open,No,16.0
350504,disney cable company,18-06-2015,18-Jun-15,1900-01-01 19:58:26,Customer Care Call,Fraser,Michigan,48026,Solved,No,19.0
345034,disney billing,17-06-2015,17-Jun-15,1900-01-01 10:39:26,Customer Care Call,Frederick,Colorado,80516,Solved,Yes,10.0
290238,lack of hbo go availability on sony devices with xfinity subscription,14-05-2015,14-May-15,1900-01-01 15:21:17,Internet,Frederick,Maryland,21701,Pending,No,15.0
362788,overcharged $30 per month for 10 months straight,24-06-2015,24-Jun-15,1900-01-01 16:48:55,Internet,Frederick,Maryland,21702,Solved,No,16.0
362507,raising my rate,24-06-2015,24-Jun-15,1900-01-01 15:53:22,Customer Care Call,Fredericksburg,Virginia,22407,Solved,No,15.0
361633,unfair disney billing,24-06-2015,24-Jun-15,1900-01-01 12:21:50,Internet,Freeport,Illinois,61032,Open,No,12.0
305399,disney fradulently gets contract signed by my wife,24-05-2015,24-May-15,1900-01-01 17:15:10,Customer Care Call,Fremont,California,94555,Open,Yes,17.0
358861,disney charging me unrelated charges,23-06-2015,23-Jun-15,1900-01-01 15:11:02,Internet,Fremont,California,94538,Open,No,15.0
358898,ridiculous charges,23-06-2015,23-Jun-15,1900-01-01 15:18:26,Customer Care Call,Fremont,California,94536,Solved,No,15.0
240650,complaint against disney,16-04-2015,16-Apr-15,1900-01-01 22:11:30,Internet,Fresh Meadows,New York,11366,Closed,No,22.0
307364,arbitrary price increase,26-05-2015,26-May-15,1900-01-01 14:03:20,Internet,Fresno,California,93722,Solved,No,14.0
349751,disney billing complaint,18-06-2015,18-Jun-15,1900-01-01 15:56:11,Internet,Fresno,California,93703,Solved,Yes,15.0
358360,internet speed deteriation,23-06-2015,23-Jun-15,1900-01-01 13:32:14,Internet,Fresno,California,93704,Solved,No,13.0
371463,internet speed on wireless connection,29-06-2015,29-Jun-15,1900-01-01 04:37:17,Internet,Fresno,California,93730,Solved,Yes,4.0
342375,internet,15-06-2015,15-Jun-15,1900-01-01 21:10:14,Customer Care Call,Front Royal,Virginia,22630,Solved,No,21.0
255922,intermittent internet,24-04-2015,24-Apr-15,1900-01-01 16:34:42,Internet,Fruitland Park,Florida,34731,Closed,No,16.0
366192,deceptive trade,25-06-2015,25-Jun-15,1900-01-01 16:12:23,Internet,Ft Pierce,Florida,34982,Solved,No,16.0
298980,improper billing and non resolution of issues,20-05-2015,20-May-15,1900-01-01 12:46:31,Customer Care Call,Ft. Lauderdale,Florida,33304,Open,No,12.0
229103,lost emails/billing,04-10-2015,4-Oct-15,1900-01-01 14:53:15,Customer Care Call,Ftlauderdale,Florida,33308,Closed,No,14.0
338283,monthly data caps,06-12-2015,6-Dec-15,1900-01-01 19:31:37,Customer Care Call,Gadsden,Alabama,35901,Solved,No,19.0
373954,disney data charges,30-06-2015,30-Jun-15,1900-01-01 07:29:08,Internet,Gadsden,Alabama,35904,Pending,No,7.0
231821,inability to get access to internet through disney or at&t,13-04-2015,13-Apr-15,1900-01-01 11:10:02,Customer Care Call,Gainesville,Georgia,30506,Closed,Yes,11.0
345472,paying for an upgrade that never took place,17-06-2015,17-Jun-15,1900-01-01 12:43:04,Internet,Gaithersburg,Maryland,20882,Closed,No,12.0
338412,not receiving advertised speed,06-12-2015,6-Dec-15,1900-01-01 20:43:21,Internet,Galesburg,Michigan,49053,Closed,Yes,20.0
360388,xfinity internet speed,23-06-2015,23-Jun-15,1900-01-01 22:39:59,Customer Care Call,Galesburg,Michigan,49053,Open,No,22.0
234204,disney billing,14-04-2015,14-Apr-15,1900-01-01 11:27:59,Internet,Gallatin,Tennessee,37066,Closed,No,11.0
257446,nightly service interruption,25-04-2015,25-Apr-15,1900-01-01 22:29:56,Customer Care Call,Gallatin,Tennessee,37066,Closed,No,22.0
339095,netflix is slow,13-06-2015,13-Jun-15,1900-01-01 14:01:24,Internet,Galveston,Texas,77550,Solved,No,14.0
282011,disney wont service my address,05-09-2015,5-Sep-15,1900-01-01 15:47:52,Customer Care Call,Gary,Indiana,46404,Solved,No,15.0
342665,cannot access my email or service at all,16-06-2015,16-Jun-15,1900-01-01 09:51:17,Customer Care Call,Gathersburg,Maryland,20877,Open,No,9.0
266403,xfinity/disney service,30-04-2015,30-Apr-15,1900-01-01 13:13:47,Customer Care Call,Germantown,Maryland,20876,Closed,No,13.0
215802,unclear policies,04-03-2015,4-Mar-15,1900-01-01 09:22:46,Internet,Germantown,Tennessee,38138,Open,No,9.0
331611,300gb/month data cap,06-09-2015,6-Sep-15,1900-01-01 20:23:16,Customer Care Call,Germantown,Tennessee,38139,Open,No,20.0
231199,disney/xfinity- paying for high speed service,04-12-2015,4-Dec-15,1900-01-01 13:01:30,Customer Care Call,Gettysburg,Pennsylvania,17325,Closed,No,13.0
231200,disney/xfinity- paying for high speed service,04-12-2015,4-Dec-15,1900-01-01 13:01:34,Customer Care Call,Gettysburg,Pennsylvania,17325,Closed,No,13.0
363615,overage charges,24-06-2015,24-Jun-15,1900-01-01 22:28:37,Customer Care Call,Glencoe,Alabama,35905,Pending,No,22.0
297322,disney internet and cable deals,19-05-2015,19-May-15,1900-01-01 15:05:53,Internet,Glendale Heights,Illinois,60139,Solved,No,15.0
306807,disney bundle billing,26-05-2015,26-May-15,1900-01-01 11:30:09,Internet,Glendale Heights,Illinois,60139,Open,Yes,11.0
360143,disney internet speed/quality of service and price,23-06-2015,23-Jun-15,1900-01-01 20:52:54,Customer Care Call,Glenview,Illinois,60025,Solved,Yes,20.0
360714,internet bundled with tv,24-06-2015,24-Jun-15,1900-01-01 01:29:54,Internet,Gold Bar,Washington,98251,Solved,No,1.0
215337,consistent speed/connectivity with internet,04-02-2015,4-Feb-15,1900-01-01 19:48:39,Customer Care Call,Gold River,California,95670,Closed,No,19.0
213355,disney is ignoring me now. they are making no attempt to correct problems,04-01-2015,4-Jan-15,1900-01-01 22:56:15,Internet,Golden,Colorado,80401,Closed,No,22.0
367340,data caps,26-06-2015,26-Jun-15,1900-01-01 02:37:30,Internet,Goodlettsville,Tennessee,37072,Pending,No,2.0
340148,n/a (b) (6),14-06-2015,14-Jun-15,1900-01-01 19:26:28,Internet,Goose Creek,South Carolina,29445,Solved,No,19.0
363920,unfair billing practices,25-06-2015,25-Jun-15,1900-01-01 08:45:19,Customer Care Call,Goose Creek,South Carolina,29445,Solved,No,8.0
362557,disney bundle price,24-06-2015,24-Jun-15,1900-01-01 16:00:49,Internet,Grand Blanc,Michigan,48439,Solved,No,16.0
228419,wrongful billing - repeated since december 2013,04-10-2015,4-Oct-15,1900-01-01 11:34:55,Customer Care Call,Grand Rapids,Michigan,49546,Closed,No,11.0
239170,disney has charged me invalid fee's and wont re-imburse me for them.,16-04-2015,16-Apr-15,1900-01-01 12:56:49,Internet,Grand Rapids,Michigan,49506,Closed,No,12.0
223708,disney/xfinity service,04-08-2015,4-Aug-15,1900-01-01 11:48:30,Customer Care Call,Grand Rapids,Michigan,49504,Closed,No,11.0
253012,disney bundled,23-04-2015,23-Apr-15,1900-01-01 15:46:08,Customer Care Call,Grand Rapids,Michigan,49507,Closed,Yes,15.0
341988,somewhat threatening phone calls,15-06-2015,15-Jun-15,1900-01-01 17:54:51,Customer Care Call,Grand Rapids,Michigan,49534,Closed,No,17.0
339908,data cap overages,14-06-2015,14-Jun-15,1900-01-01 13:09:16,Internet,Grayson,Georgia,30017,Open,No,13.0
266456,internet virus pop up scam claiming to be with disney,30-04-2015,30-Apr-15,1900-01-01 13:27:48,Customer Care Call,Green Cove Springs,Florida,32043,Closed,No,13.0
252504,intermittent internet connection,23-04-2015,23-Apr-15,1900-01-01 13:33:41,Internet,Greenacres,Florida,33463,Closed,No,13.0
333437,raised my bill and told me to lower it back to what it was i would have to make a 24 month agreement,06-10-2015,6-Oct-15,1900-01-01 17:24:08,Customer Care Call,Greenfield,Indiana,46140,Solved,No,17.0
295997,disney,18-05-2015,18-May-15,1900-01-01 20:00:03,Internet,Greensburg,Pennsylvania,15601,Solved,No,20.0
225315,disney internet,04-08-2015,4-Aug-15,1900-01-01 19:55:18,Customer Care Call,Greentown,Indiana,46936,Closed,No,19.0
343555,disney,16-06-2015,16-Jun-15,1900-01-01 14:44:41,Customer Care Call,Greentown,Indiana,46936,Solved,No,14.0
224687,issues with disney customer service due to loss of internet,04-08-2015,4-Aug-15,1900-01-01 16:09:57,Customer Care Call,Greenwood Village,Colorado,80111,Closed,No,16.0
360665,speeds being throttled.,24-06-2015,24-Jun-15,1900-01-01 00:47:19,Internet,Gresham,Oregon,97030,Open,No,0.0
266833,internet essentials for low income families,30-04-2015,30-Apr-15,1900-01-01 15:24:35,Customer Care Call,Griffin,Georgia,30223,Closed,No,15.0
348580,hearsts magazine contest scam,18-06-2015,18-Jun-15,1900-01-01 12:23:50,Internet,Griffith,Indiana,46319,Closed,No,12.0
226766,disney,04-09-2015,4-Sep-15,1900-01-01 14:36:14,Customer Care Call,Grosse Ile,Michigan,48138,Closed,No,14.0
364523,disney,25-06-2015,25-Jun-15,1900-01-01 12:16:43,Internet,Grosse Pointe,Michigan,48230,Solved,No,12.0
372910,disney internet service,29-06-2015,29-Jun-15,1900-01-01 16:24:21,Customer Care Call,Grosse Pointe,Michigan,48230,Open,No,16.0
360578,disney bundles,23-06-2015,23-Jun-15,1900-01-01 23:58:01,Internet,Grosse Pointe Farms,Michigan,48236,Solved,No,23.0
274464,disney fraud?,05-05-2015,5-May-15,1900-01-01 16:33:13,Internet,Grosse Pointe Park,Michigan,48230,Closed,No,16.0
230174,disney surprise increase in charges,04-10-2015,4-Oct-15,1900-01-01 23:05:54,Customer Care Call,Grovetown,Georgia,30813,Closed,No,23.0
231207,internet problems,04-12-2015,4-Dec-15,1900-01-01 13:13:28,Customer Care Call,Gurnee,Illinois,60031,Closed,No,13.0
241373,disney rrefund owing to us since 3/12/2015,17-04-2015,17-Apr-15,1900-01-01 13:03:34,Internet,Half Moon Bay,California,94019,Closed,No,13.0
246111,still overcharged,20-04-2015,20-Apr-15,1900-01-01 21:38:53,Internet,Half Moon Bay,California,94019,Closed,No,21.0
330473,charged for speeds they can not provide,06-09-2015,6-Sep-15,1900-01-01 13:45:08,Internet,Hallandale Beach,Florida,33009,Open,No,13.0
281318,disney deception,05-08-2015,5-Aug-15,1900-01-01 20:16:21,Internet,Hammonton,New Jersey,8037,Open,No,20.0
356497,disney - slow down imternet speed,22-06-2015,22-Jun-15,1900-01-01 16:36:57,Customer Care Call,Hampton,Georgia,30228,Solved,No,16.0
360621,data caps,24-06-2015,24-Jun-15,1900-01-01 00:22:34,Internet,Hampton Cove,Alabama,35763,Pending,No,0.0
253565,disney billing complaint,23-04-2015,23-Apr-15,1900-01-01 17:28:29,Internet,Hampton Falls,New Hampshire,3844,Closed,Yes,17.0
360582,frequent interruptions,23-06-2015,23-Jun-15,1900-01-01 23:59:51,Internet,Hamtramck,Michigan,48212,Solved,No,23.0
224890,disney overbilling,04-08-2015,4-Aug-15,1900-01-01 17:06:25,Customer Care Call,Hanover,Pennsylvania,17331,Closed,No,17.0
339928,throttling by disney/xfinity,14-06-2015,14-Jun-15,1900-01-01 13:38:06,Customer Care Call,Hanover,Pennsylvania,17331,Open,No,13.0
333846,disney internet,06-10-2015,6-Oct-15,1900-01-01 20:25:49,Internet,Lutherville,Maryland,21093,Open,No,20.0
342068,no internet last 4 days even after more than 10 calls and spending 10 hours with disney on phone,15-06-2015,15-Jun-15,1900-01-01 18:20:53,Customer Care Call,Hanover Park,Illinois,60133,Solved,No,18.0
259223,disney slamming/overcharge/,27-04-2015,27-Apr-15,1900-01-01 14:33:32,Internet,Happy Valley,Oregon,97086,Closed,Yes,14.0
360344,speeds received are not as advertised,23-06-2015,23-Jun-15,1900-01-01 22:20:38,Customer Care Call,Happy Valley,Oregon,97086,Open,No,22.0
363273,disney throttling speeds,24-06-2015,24-Jun-15,1900-01-01 19:27:52,Customer Care Call,Happy Valley,Oregon,97086,Closed,No,19.0
359049,disney billing,23-06-2015,23-Jun-15,1900-01-01 15:46:45,Internet,Harleysville,Pennsylvania,19438,Solved,No,15.0
347018,fraudulent billing by disney,17-06-2015,17-Jun-15,1900-01-01 18:53:41,Customer Care Call,Harrisburg,Pennsylvania,17101,Open,No,18.0
361639,disney throttling,24-06-2015,24-Jun-15,1900-01-01 12:22:23,Customer Care Call,Hartford,Michigan,49057,Open,No,12.0
293326,throttle of my internet access speeds by disney,16-05-2015,16-May-15,1900-01-01 13:34:04,Internet,Hatboro,Pennsylvania,19040,Solved,No,13.0
356538,disney overcharge for internet service for over one year,22-06-2015,22-Jun-15,1900-01-01 16:43:57,Customer Care Call,Hatfield,Pennsylvania,19440,Solved,Yes,16.0
238291,unfair and deceptive trade practices,15-04-2015,15-Apr-15,1900-01-01 21:27:39,Internet,Hattiesburg,Mississippi,39402,Closed,No,21.0
248207,disney bill internet usage,21-04-2015,21-Apr-15,1900-01-01 15:22:13,Internet,Hattiesburg,Mississippi,39402,Closed,Yes,15.0
286995,disney data cap,13-05-2015,13-May-15,1900-01-01 03:04:28,Customer Care Call,Hattiesburg,Mississippi,39402,Open,No,3.0
308968,over billing issues,27-05-2015,27-May-15,1900-01-01 11:25:53,Customer Care Call,Hattiesburg,Mississippi,39402,Solved,No,11.0
360298,disney billing practices,23-06-2015,23-Jun-15,1900-01-01 22:10:39,Customer Care Call,Haverhill,Florida,33417,Pending,No,22.0
361840,high payment,24-06-2015,24-Jun-15,1900-01-01 13:08:24,Internet,Havre De Grace,Maryland,21078,Solved,No,13.0
361112,disney support,24-06-2015,24-Jun-15,1900-01-01 10:02:10,Customer Care Call,Hayward,California,94542,Solved,No,10.0
370392,disney internet/cable contacted them over the phone and chat,27-06-2015,27-Jun-15,1900-01-01 18:45:28,Internet,Hayward,California,94544,Solved,No,18.0
294686,disney usage data plan,18-05-2015,18-May-15,1900-01-01 11:54:20,Internet,Hendersonville,Tennessee,37075,Solved,No,11.0
373658,disney data usage cap/limit,29-06-2015,29-Jun-15,1900-01-01 20:48:35,Customer Care Call,Hendersonville,Tennessee,37075,Pending,No,20.0
235196,cable,14-04-2015,14-Apr-15,1900-01-01 15:43:01,Customer Care Call,Henrico,Virginia,23231,Closed,No,15.0
342417,charges,15-06-2015,15-Jun-15,1900-01-01 22:10:20,Customer Care Call,Hermitage,Tennessee,37076,Open,No,22.0
340359,disney data caps,15-06-2015,15-Jun-15,1900-01-01 03:26:03,Customer Care Call,Hermitage,Tennessee,37076,Solved,No,3.0
342685,disney data usage cap,16-06-2015,16-Jun-15,1900-01-01 09:57:49,Internet,Hermitage,Tennessee,37076,Solved,No,9.0
306165,disney keeps charging for me for over the limit internet - when says we have unlimited,25-05-2015,25-May-15,1900-01-01 19:51:25,Internet,Hernando,Mississippi,38632,Solved,No,19.0
371221,data overage charges,28-06-2015,28-Jun-15,1900-01-01 19:07:28,Customer Care Call,Hernando,Mississippi,38632,Open,No,19.0
225777,no internet,04-09-2015,4-Sep-15,1900-01-01 09:40:11,Customer Care Call,Hialeah,Florida,33012,Closed,No,9.0
225684,continues services interruptions causing losses to my business,04-09-2015,4-Sep-15,1900-01-01 07:17:23,Customer Care Call,Hialeah,Florida,33013,Closed,No,7.0
298804,disney blocking services,20-05-2015,20-May-15,1900-01-01 11:27:12,Internet,Hialeah,Florida,33012,Solved,No,11.0
228155,fake charges,04-10-2015,4-Oct-15,1900-01-01 09:53:24,Internet,Hialeah Gardens,Florida,33018,Closed,No,9.0
249245,billing issues/service issues,21-04-2015,21-Apr-15,1900-01-01 22:56:32,Internet,Highlands Ranch,Colorado,80130,Closed,No,22.0
359219,disney charging fee without warning,23-06-2015,23-Jun-15,1900-01-01 16:21:41,Internet,Hillsboro,Oregon,97124,Solved,No,16.0
321631,disney service levels,06-03-2015,6-Mar-15,1900-01-01 16:22:04,Internet,Hillsborough,California,94010,Open,No,16.0
